# Light Pollution Monitoring Data Format 1.0,,,,,,,,,
# URL: http://www.darksky.org/measurements,,,,,,,,,
# Number of header lines: 42,,,,,,,,,
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/,,,,,,,,,
# Device type: SQM-LU-DL-R1,,,,,,,,,
# Instrument ID: KishwauketoeSQM,,,,,,,,,
# Data supplier:,,,,,,,,,
# Location name: GLAS Office,,,,,,,,,
"# Position (lat, lon, elev(m)): 42.5781, -88.5409, 879",,,,,,,,,
# Local timezone: America/Chicago,,,,,,,,,
# Time Synchronization:,,,,,,,,,
# Moving / Stationary position: STATIONARY,,,,,,,,,
# Moving / Fixed look direction: FIXED,,,,,,,,,
# Number of channels: 1,,,,,,,,,
# Filters per channel:,,,,,,,,,
# Measurement direction per channel:,,,,,,,,,
# Field of view (degrees):,,,,,,,,,
# Number of fields per line: 5,,,,,,,,,
# SQM serial number: 5123,,,,,,,,,
# SQM hardware identity: AB0JOGEO,,,,,,,,,
# SQM firmware version: 4-6-76,,,,,,,,,
# SQM cover offset value: -.11,,,,,,,,,
"# SQM readout test ix (Information): i,00000004,00000006,00000076,00005123",,,,,,,,,
"# SQM readout test rx (Reading): r, 09.55m,0000012997Hz,0000000000c,0000000.000s, 019.6C",,,,,,,,,
"# SQM readout test cx (Calibration): c,00000019.84m,0000140.239s, 020.3C,00000008.71m, 021.2C",,,,,,,,,
"# SQM readout test Ix (Report Interval): 0000000000s,0000000000s,00000000.00m,00000000.00m",,,,,,,,,
# DL time difference (seconds): 6,,,,,,,,,
# DL retrieved at (UTC): 2023-11-09T21:40:54.595,,,,,,,,,
# DL trigger seconds : 0,,,,,,,,,
# DL trigger minutes : 255,,,,,,,,,
# DL trigger threshold : 0,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# UDM version: 1.0.0.337,,,,,,,,,
# UDM setting: DL binary retrieve,,,,,,,,,
# blank line,,,,,,,,,
"# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type, MoonPhaseDeg, MoonElevDeg, MoonIllum, MoonAzimuth",,,,,,,,,
# YYYY-MM-DDTHH:mm:ss.fff,YYYY-MM-DDTHH:mm:ss.fff,Celsius,Volts,mag/arcsec^2,Init/Subs,Degrees,Degrees,Percent,Degrees
# END OF HEADER,,,,,,,,,
2023-09-27 20:40:05,2023-09-27 15:40:05,16.4,5.22,0,1,,,,
2023-09-27 20:45:05,2023-09-27 15:45:05,16.7,5.3,0,1,,,,
2023-09-27 20:50:05,2023-09-27 15:50:05,17,5.3,0,1,,,,
2023-09-27 20:55:05,2023-09-27 15:55:05,17,5.19,0,1,,,,
2023-09-27 21:00:05,2023-09-27 16:00:05,16.4,5.12,0,1,,,,
2023-09-27 21:05:05,2023-09-27 16:05:05,16.1,5.05,0,1,,,,
2023-09-27 21:10:05,2023-09-27 16:10:05,15.7,5.08,0,1,,,,
2023-09-27 21:15:05,2023-09-27 16:15:05,15.7,5.09,0,1,,,,
2023-09-27 21:20:05,2023-09-27 16:20:05,15.4,5.08,0,1,,,,
2023-09-27 21:25:05,2023-09-27 16:25:05,15.7,5.05,0,1,,,,
2023-09-27 21:30:05,2023-09-27 16:30:05,15.1,5.05,0,1,,,,
2023-09-27 21:35:05,2023-09-27 16:35:05,15.4,5.04,0,1,,,,
2023-09-27 21:40:05,2023-09-27 16:40:05,15.1,5.05,0,1,,,,
2023-09-27 21:45:05,2023-09-27 16:45:05,15.1,5.15,0,1,,,,
2023-09-27 21:50:05,2023-09-27 16:50:05,15.4,5.34,0,1,,,,
2023-09-27 21:55:05,2023-09-27 16:55:05,15.7,5.14,0,1,,,,
2023-09-27 22:00:05,2023-09-27 17:00:05,15.7,5.14,0,1,,,,
2023-09-27 22:05:05,2023-09-27 17:05:05,15.7,5.15,0,1,,,,
2023-09-27 22:10:05,2023-09-27 17:10:05,15.4,5.1,0,1,,,,
2023-09-27 22:15:05,2023-09-27 17:15:05,15.1,5.09,0,1,,,,
2023-09-27 22:20:05,2023-09-27 17:20:05,15.1,5.04,0,1,,,,
2023-09-27 22:25:05,2023-09-27 17:25:05,15.4,5.06,0,1,,,,
2023-09-27 22:30:05,2023-09-27 17:30:05,15.4,5.03,0,1,,,,
2023-09-27 22:35:05,2023-09-27 17:35:05,15.4,5.03,0,1,,,,
2023-09-27 22:40:05,2023-09-27 17:40:05,15.1,5.03,0,1,,,,
2023-09-27 22:45:05,2023-09-27 17:45:05,14.8,5.03,0,1,,,,
2023-09-27 22:50:05,2023-09-27 17:50:05,15.1,5.03,0,1,,,,
2023-09-27 22:55:05,2023-09-27 17:55:05,14.8,5.03,0,1,,,,
2023-09-27 23:00:05,2023-09-27 18:00:05,14.8,5.03,0,1,,,,
2023-09-27 23:05:05,2023-09-27 18:05:05,14.8,5.03,5.95,1,,,,
2023-09-27 23:10:05,2023-09-27 18:10:05,14.5,5.03,6.24,1,,,,
2023-09-27 23:15:05,2023-09-27 18:15:05,14.5,5.03,6.74,1,,,,
2023-09-27 23:20:05,2023-09-27 18:20:05,14.5,5.01,6.22,1,,,,
2023-09-27 23:25:05,2023-09-27 18:25:05,14.8,5.01,5.88,1,,,,
2023-09-27 23:30:05,2023-09-27 18:30:05,14.5,5.01,6.54,1,,,,
2023-09-27 23:35:05,2023-09-27 18:35:05,14.8,5.01,6.48,1,,,,
2023-09-27 23:40:05,2023-09-27 18:40:05,14.5,5.01,7.09,1,,,,
2023-09-27 23:45:05,2023-09-27 18:45:05,14.8,5.01,7.91,1,,,,
2023-09-27 23:50:05,2023-09-27 18:50:05,14.5,5.01,8.7,1,,,,
2023-09-27 23:55:05,2023-09-27 18:55:05,14.5,5.01,9.47,1,,,,
2023-09-28 0:00:05,2023-09-27 19:00:05,14.1,5.01,10.68,1,,,,
2023-09-28 0:05:05,2023-09-27 19:05:05,14.5,5.01,11.51,1,,,,
2023-09-28 0:10:05,2023-09-27 19:10:05,14.5,5.01,12.67,1,,,,
2023-09-28 0:15:05,2023-09-27 19:15:05,14.5,5.01,13.78,1,,,,
2023-09-28 0:20:05,2023-09-27 19:20:05,14.5,5.01,14.81,1,,,,
2023-09-28 0:25:05,2023-09-27 19:25:05,14.1,5.01,15.85,1,,,,
2023-09-28 0:30:05,2023-09-27 19:30:05,14.1,5.01,16.69,1,,,,
2023-09-28 0:35:05,2023-09-27 19:35:05,14.1,5.01,17.49,1,,,,
2023-09-28 0:40:05,2023-09-27 19:40:05,14.1,5,18.04,1,,,,
2023-09-28 0:45:05,2023-09-27 19:45:05,13.8,5,18.43,1,,,,
2023-09-28 0:50:05,2023-09-27 19:50:05,13.8,5,18.42,1,,,,
2023-09-28 0:55:05,2023-09-27 19:55:05,13.8,5,18.56,1,,,,
2023-09-28 1:00:05,2023-09-27 20:00:05,13.5,5,18.21,1,,,,
2023-09-28 1:05:05,2023-09-27 20:05:05,13.5,5,17.82,1,,,,
2023-09-28 1:10:05,2023-09-27 20:10:05,13.5,5,18.36,1,,,,
2023-09-28 1:15:05,2023-09-27 20:15:05,13.2,5,18.47,1,,,,
2023-09-28 1:20:05,2023-09-27 20:20:05,13.2,5,17.99,1,,,,
2023-09-28 1:25:05,2023-09-27 20:25:05,13.2,5,17.53,1,,,,
2023-09-28 1:30:05,2023-09-27 20:30:05,13.5,5,17.16,1,,,,
2023-09-28 1:35:05,2023-09-27 20:35:05,13.5,5,17.42,1,,,,
2023-09-28 1:40:05,2023-09-27 20:40:05,13.5,5,17.43,1,,,,
2023-09-28 1:45:05,2023-09-27 20:45:05,13.5,4.99,17.44,1,,,,
2023-09-28 1:50:05,2023-09-27 20:50:05,13.8,4.99,17.32,1,,,,
2023-09-28 1:55:05,2023-09-27 20:55:05,13.8,5,17.2,1,,,,
2023-09-28 2:00:05,2023-09-27 21:00:05,13.8,4.99,17.19,1,,,,
2023-09-28 2:05:05,2023-09-27 21:05:05,13.8,4.99,17.42,1,,,,
2023-09-28 2:10:05,2023-09-27 21:10:05,14.1,4.99,17.61,1,,,,
2023-09-28 2:15:05,2023-09-27 21:15:05,14.1,4.99,17.1,1,,,,
2023-09-28 2:20:05,2023-09-27 21:20:05,14.1,4.99,17.13,1,,,,
2023-09-28 2:25:05,2023-09-27 21:25:05,14.1,4.99,17.16,1,,,,
2023-09-28 2:30:05,2023-09-27 21:30:05,14.1,4.99,17.1,1,,,,
2023-09-28 2:35:05,2023-09-27 21:35:05,14.1,5,17.06,1,,,,
2023-09-28 2:40:05,2023-09-27 21:40:05,14.1,4.99,17.18,1,,,,
2023-09-28 2:45:05,2023-09-27 21:45:05,14.5,4.99,17.21,1,,,,
2023-09-28 2:50:05,2023-09-27 21:50:05,14.5,4.99,17.33,1,,,,
2023-09-28 2:55:05,2023-09-27 21:55:05,14.5,4.99,17.04,1,,,,
2023-09-28 3:00:05,2023-09-27 22:00:05,14.5,4.99,17.24,1,,,,
2023-09-28 3:05:05,2023-09-27 22:05:05,14.5,4.99,17.05,1,,,,
2023-09-28 3:10:05,2023-09-27 22:10:05,14.5,4.99,17.47,1,,,,
2023-09-28 3:15:05,2023-09-27 22:15:05,14.5,4.99,17.66,1,,,,
2023-09-28 3:20:05,2023-09-27 22:20:05,14.5,4.99,17.46,1,,,,
2023-09-28 3:25:05,2023-09-27 22:25:05,14.5,4.99,17.42,1,,,,
2023-09-28 3:30:05,2023-09-27 22:30:05,14.5,4.99,17.41,1,,,,
2023-09-28 3:35:05,2023-09-27 22:35:05,14.5,4.99,17.29,1,,,,
2023-09-28 3:40:05,2023-09-27 22:40:05,14.5,4.99,17.16,1,,,,
2023-09-28 3:45:05,2023-09-27 22:45:05,14.5,4.97,17.49,1,,,,
2023-09-28 3:50:05,2023-09-27 22:50:05,14.5,4.97,17.21,1,,,,
2023-09-28 3:55:05,2023-09-27 22:55:05,14.1,4.97,17.32,1,,,,
2023-09-28 4:00:05,2023-09-27 23:00:05,14.1,4.99,16.82,1,,,,
2023-09-28 4:05:05,2023-09-27 23:05:05,14.1,4.99,17.03,1,,,,
2023-09-28 4:10:05,2023-09-27 23:10:05,14.1,4.97,17.01,1,,,,
2023-09-28 4:15:05,2023-09-27 23:15:05,14.1,4.99,16.74,1,,,,
2023-09-28 4:20:05,2023-09-27 23:20:05,14.1,4.97,16.85,1,,,,
2023-09-28 4:25:05,2023-09-27 23:25:05,14.1,4.97,17.25,1,,,,
2023-09-28 4:30:05,2023-09-27 23:30:05,14.1,4.97,17.43,1,,,,
2023-09-28 4:35:05,2023-09-27 23:35:05,14.1,4.97,17.38,1,,,,
2023-09-28 4:40:05,2023-09-27 23:40:05,14.1,4.97,17.07,1,,,,
2023-09-28 4:45:05,2023-09-27 23:45:05,14.1,4.97,16.73,1,,,,
2023-09-28 4:50:05,2023-09-27 23:50:05,14.1,4.97,16.65,1,,,,
2023-09-28 4:55:05,2023-09-27 23:55:05,14.1,4.97,16.55,1,,,,
2023-09-28 5:00:05,2023-09-28 0:00:05,14.1,4.97,17.11,1,,,,
2023-09-28 5:05:05,2023-09-28 0:05:05,14.1,4.97,17.28,1,,,,
2023-09-28 5:10:05,2023-09-28 0:10:05,14.1,4.96,16.94,1,,,,
2023-09-28 5:15:05,2023-09-28 0:15:05,13.8,4.97,17.08,1,,,,
2023-09-28 5:20:05,2023-09-28 0:20:05,13.8,4.97,16.91,1,,,,
2023-09-28 5:25:05,2023-09-28 0:25:05,13.8,4.97,16.63,1,,,,
2023-09-28 5:30:05,2023-09-28 0:30:05,13.8,4.96,17.03,1,,,,
2023-09-28 5:35:05,2023-09-28 0:35:05,13.8,4.96,16.87,1,,,,
2023-09-28 5:40:05,2023-09-28 0:40:05,13.8,4.97,16.68,1,,,,
2023-09-28 5:45:05,2023-09-28 0:45:05,13.8,4.97,16.74,1,,,,
2023-09-28 5:50:05,2023-09-28 0:50:05,13.8,4.96,16.95,1,,,,
2023-09-28 5:55:05,2023-09-28 0:55:05,13.8,4.96,17.01,1,,,,
2023-09-28 6:00:05,2023-09-28 1:00:05,13.8,4.96,17.03,1,,,,
2023-09-28 6:05:05,2023-09-28 1:05:05,13.8,4.96,17.08,1,,,,
2023-09-28 6:10:05,2023-09-28 1:10:05,13.8,4.96,17.09,1,,,,
2023-09-28 6:15:05,2023-09-28 1:15:05,13.8,4.96,17.05,1,,,,
2023-09-28 6:20:05,2023-09-28 1:20:05,13.8,4.96,16.91,1,,,,
2023-09-28 6:25:05,2023-09-28 1:25:05,13.8,4.96,16.96,1,,,,
2023-09-28 6:30:05,2023-09-28 1:30:05,13.8,4.96,17.14,1,,,,
2023-09-28 6:35:05,2023-09-28 1:35:05,14.1,4.96,16.97,1,,,,
2023-09-28 6:40:05,2023-09-28 1:40:05,14.1,4.96,16.93,1,,,,
2023-09-28 6:45:05,2023-09-28 1:45:05,14.1,4.96,17.04,1,,,,
2023-09-28 6:50:05,2023-09-28 1:50:05,13.8,4.96,17.19,1,,,,
2023-09-28 6:55:05,2023-09-28 1:55:05,13.8,4.96,17.23,1,,,,
2023-09-28 7:00:05,2023-09-28 2:00:05,13.8,4.96,17.08,1,,,,
2023-09-28 7:05:05,2023-09-28 2:05:05,13.8,4.96,17.15,1,,,,
2023-09-28 7:10:05,2023-09-28 2:10:05,13.8,4.96,17.56,1,,,,
2023-09-28 7:15:05,2023-09-28 2:15:05,13.8,4.96,17.19,1,,,,
2023-09-28 7:20:05,2023-09-28 2:20:05,13.8,4.96,17.09,1,,,,
2023-09-28 7:25:05,2023-09-28 2:25:05,13.8,4.96,17.04,1,,,,
2023-09-28 7:30:05,2023-09-28 2:30:05,13.8,4.96,17.24,1,,,,
2023-09-28 7:35:05,2023-09-28 2:35:05,13.8,4.95,17.29,1,,,,
2023-09-28 7:40:05,2023-09-28 2:40:05,13.8,4.95,17.24,1,,,,
2023-09-28 7:45:05,2023-09-28 2:45:05,13.8,4.95,17.42,1,,,,
2023-09-28 7:50:05,2023-09-28 2:50:05,13.8,4.95,17.31,1,,,,
2023-09-28 7:55:05,2023-09-28 2:55:05,13.8,4.95,17.33,1,,,,
2023-09-28 8:00:05,2023-09-28 3:00:05,13.8,4.95,17.12,1,,,,
2023-09-28 8:05:05,2023-09-28 3:05:05,13.8,4.95,17.21,1,,,,
2023-09-28 8:10:05,2023-09-28 3:10:05,13.8,4.95,17.55,1,,,,
2023-09-28 8:15:05,2023-09-28 3:15:05,13.8,4.95,17.74,1,,,,
2023-09-28 8:20:05,2023-09-28 3:20:05,13.8,4.95,18.07,1,,,,
2023-09-28 8:25:05,2023-09-28 3:25:05,13.5,4.95,17.97,1,,,,
2023-09-28 8:30:05,2023-09-28 3:30:05,13.5,4.95,17.89,1,,,,
2023-09-28 8:35:05,2023-09-28 3:35:05,13.5,4.95,17.73,1,,,,
2023-09-28 8:40:05,2023-09-28 3:40:05,13.5,4.95,17.69,1,,,,
2023-09-28 8:45:05,2023-09-28 3:45:05,13.8,4.95,17.68,1,,,,
2023-09-28 8:50:05,2023-09-28 3:50:05,13.8,4.95,17.84,1,,,,
2023-09-28 8:55:05,2023-09-28 3:55:05,13.8,4.95,17.88,1,,,,
2023-09-28 9:00:05,2023-09-28 4:00:05,13.8,4.95,17.95,1,,,,
2023-09-28 9:05:05,2023-09-28 4:05:05,13.8,4.95,17.87,1,,,,
2023-09-28 9:10:05,2023-09-28 4:10:05,13.5,4.95,17.94,1,,,,
2023-09-28 9:15:05,2023-09-28 4:15:05,13.5,4.95,17.94,1,,,,
2023-09-28 9:20:05,2023-09-28 4:20:05,13.5,4.95,17.84,1,,,,
2023-09-28 9:25:05,2023-09-28 4:25:05,13.5,4.95,18.29,1,,,,
2023-09-28 9:30:05,2023-09-28 4:30:05,13.5,4.95,18.42,1,,,,
2023-09-28 9:35:05,2023-09-28 4:35:05,13.5,4.95,18.31,1,,,,
2023-09-28 9:40:05,2023-09-28 4:40:05,13.5,4.95,18.29,1,,,,
2023-09-28 9:45:05,2023-09-28 4:45:05,13.5,4.95,18.33,1,,,,
2023-09-28 9:50:05,2023-09-28 4:50:05,13.5,4.94,18.5,1,,,,
2023-09-28 9:55:05,2023-09-28 4:55:05,13.5,4.94,18.6,1,,,,
2023-09-28 10:00:05,2023-09-28 5:00:05,13.5,4.94,18.35,1,,,,
2023-09-28 10:05:05,2023-09-28 5:05:05,13.5,4.94,18.88,1,,,,
2023-09-28 10:10:05,2023-09-28 5:10:05,13.5,4.94,19.05,1,,,,
2023-09-28 10:15:05,2023-09-28 5:15:05,13.5,4.94,19.39,1,,,,
2023-09-28 10:20:05,2023-09-28 5:20:05,13.5,4.94,18.92,1,,,,
2023-09-28 10:25:05,2023-09-28 5:25:05,13.5,4.94,19.14,1,,,,
2023-09-28 10:30:05,2023-09-28 5:30:05,13.5,4.94,18.91,1,,,,
2023-09-28 10:35:05,2023-09-28 5:35:05,13.5,4.94,18.7,1,,,,
2023-09-28 10:40:05,2023-09-28 5:40:05,13.5,4.94,18.66,1,,,,
2023-09-28 10:45:05,2023-09-28 5:45:05,13.5,4.94,18.49,1,,,,
2023-09-28 10:50:05,2023-09-28 5:50:05,13.5,4.94,18.23,1,,,,
2023-09-28 10:55:05,2023-09-28 5:55:05,13.5,4.94,17.85,1,,,,
2023-09-28 11:00:05,2023-09-28 6:00:05,13.5,4.94,17.07,1,,,,
2023-09-28 11:05:05,2023-09-28 6:05:05,13.5,4.94,16.24,1,,,,
2023-09-28 11:10:05,2023-09-28 6:10:05,13.5,4.94,15.23,1,,,,
2023-09-28 11:15:05,2023-09-28 6:15:05,13.5,4.94,14.08,1,,,,
2023-09-28 11:20:05,2023-09-28 6:20:05,13.5,4.94,12.81,1,,,,
2023-09-28 11:25:05,2023-09-28 6:25:05,13.5,4.94,11.64,1,,,,
2023-09-28 11:30:05,2023-09-28 6:30:05,13.5,4.94,10.56,1,,,,
2023-09-28 11:35:05,2023-09-28 6:35:05,13.2,4.92,9.29,1,,,,
2023-09-28 11:40:05,2023-09-28 6:40:05,13.2,4.92,8.48,1,,,,
2023-09-28 11:45:05,2023-09-28 6:45:05,13.2,4.92,7.69,1,,,,
2023-09-28 11:50:05,2023-09-28 6:50:05,13.2,4.92,7.13,1,,,,
2023-09-28 11:55:05,2023-09-28 6:55:05,13.2,4.92,7.12,1,,,,
2023-09-28 12:00:05,2023-09-28 7:00:05,12.8,4.92,6.66,1,,,,
2023-09-28 12:05:05,2023-09-28 7:05:05,13.2,4.92,6.47,1,,,,
2023-09-28 12:10:05,2023-09-28 7:10:05,13.2,4.92,6.12,1,,,,
2023-09-28 12:15:05,2023-09-28 7:15:05,13.2,4.92,5.9,1,,,,
2023-09-28 12:20:05,2023-09-28 7:20:05,13.2,4.92,0,1,,,,
2023-09-28 12:25:05,2023-09-28 7:25:05,13.2,4.94,0,1,,,,
2023-09-28 12:30:05,2023-09-28 7:30:05,13.2,4.96,0,1,,,,
2023-09-28 12:35:05,2023-09-28 7:35:05,13.5,4.96,0,1,,,,
2023-09-28 12:40:05,2023-09-28 7:40:05,13.8,4.96,0,1,,,,
2023-09-28 12:45:05,2023-09-28 7:45:05,13.8,4.96,0,1,,,,
2023-09-28 12:50:05,2023-09-28 7:50:05,13.8,4.96,0,1,,,,
2023-09-28 12:55:05,2023-09-28 7:55:05,13.8,4.99,0,1,,,,
2023-09-28 13:00:05,2023-09-28 8:00:05,13.8,5.03,0,1,,,,
2023-09-28 13:05:05,2023-09-28 8:05:05,14.5,5.05,0,1,,,,
2023-09-28 13:10:05,2023-09-28 8:10:05,14.1,5.06,0,1,,,,
2023-09-28 13:15:05,2023-09-28 8:15:05,14.5,5.09,0,1,,,,
2023-09-28 13:20:05,2023-09-28 8:20:05,14.8,5.15,0,1,,,,
2023-09-28 13:25:05,2023-09-28 8:25:05,15.1,5.24,0,1,,,,
2023-09-28 13:30:05,2023-09-28 8:30:05,15.1,5.09,0,1,,,,
2023-09-28 13:35:05,2023-09-28 8:35:05,15.4,5.12,0,1,,,,
2023-09-28 13:40:05,2023-09-28 8:40:05,15.4,5.22,0,1,,,,
2023-09-28 13:45:05,2023-09-28 8:45:05,15.4,5.14,0,1,,,,
2023-09-28 13:50:05,2023-09-28 8:50:05,15.7,5.09,0,1,,,,
2023-09-28 13:55:05,2023-09-28 8:55:05,15.4,5.05,0,1,,,,
2023-09-28 14:00:05,2023-09-28 9:00:05,15.4,5.03,0,1,,,,
2023-09-28 14:05:05,2023-09-28 9:05:05,15.1,5.04,0,1,,,,
2023-09-28 14:10:05,2023-09-28 9:10:05,15.4,5.05,0,1,,,,
2023-09-28 14:15:05,2023-09-28 9:15:05,15.1,5.06,0,1,,,,
2023-09-28 14:20:05,2023-09-28 9:20:05,15.1,5.17,0,1,,,,
2023-09-28 14:25:05,2023-09-28 9:25:05,15.1,5.32,0,1,,,,
2023-09-28 14:30:05,2023-09-28 9:30:05,15.4,5.26,0,1,,,,
2023-09-28 14:35:05,2023-09-28 9:35:05,15.4,5.34,0,1,,,,
2023-09-28 14:40:05,2023-09-28 9:40:05,16.1,5.34,0,1,,,,
2023-09-28 14:45:05,2023-09-28 9:45:05,16.1,5.13,0,1,,,,
2023-09-28 14:50:05,2023-09-28 9:50:05,16.1,5.32,0,1,,,,
2023-09-28 14:55:05,2023-09-28 9:55:05,16.1,5.27,0,1,,,,
2023-09-28 15:00:05,2023-09-28 10:00:05,15.7,5.14,0,1,,,,
2023-09-28 15:05:05,2023-09-28 10:05:05,15.7,5.34,0,1,,,,
2023-09-28 15:10:05,2023-09-28 10:10:05,15.4,5.34,0,1,,,,
2023-09-28 15:15:05,2023-09-28 10:15:05,16.4,5.34,0,1,,,,
2023-09-28 15:20:05,2023-09-28 10:20:05,17,5.34,0,1,,,,
2023-09-28 15:25:05,2023-09-28 10:25:05,17,5.34,0,1,,,,
2023-09-28 15:30:05,2023-09-28 10:30:05,17.4,5.34,0,1,,,,
2023-09-28 15:35:05,2023-09-28 10:35:05,17,5.34,0,1,,,,
2023-09-28 15:40:05,2023-09-28 10:40:05,18,5.34,0,1,,,,
2023-09-28 15:45:05,2023-09-28 10:45:05,18.3,5.34,0,1,,,,
2023-09-28 15:50:05,2023-09-28 10:50:05,19,5.34,0,1,,,,
2023-09-28 15:55:05,2023-09-28 10:55:05,19.3,5.34,0,1,,,,
2023-09-28 16:00:05,2023-09-28 11:00:05,19.6,5.34,0,1,,,,
2023-09-28 16:05:05,2023-09-28 11:05:05,20.3,5.34,0,1,,,,
2023-09-28 16:10:05,2023-09-28 11:10:05,20.3,5.18,0,1,,,,
2023-09-28 16:15:05,2023-09-28 11:15:05,19.6,5.31,0,1,,,,
2023-09-28 16:20:05,2023-09-28 11:20:05,18.3,5.34,0,1,,,,
2023-09-28 16:25:05,2023-09-28 11:25:05,18.3,5.34,0,1,,,,
2023-09-28 16:30:05,2023-09-28 11:30:05,18,5.34,0,1,,,,
2023-09-28 16:35:05,2023-09-28 11:35:05,18,5.34,0,1,,,,
2023-09-28 16:40:05,2023-09-28 11:40:05,18.3,5.34,0,1,,,,
2023-09-28 16:45:05,2023-09-28 11:45:05,19.3,5.34,0,1,,,,
2023-09-28 16:50:05,2023-09-28 11:50:05,19.9,5.34,0,1,,,,
2023-09-28 16:55:05,2023-09-28 11:55:05,20.3,5.34,0,1,,,,
2023-09-28 17:00:05,2023-09-28 12:00:05,19.9,5.34,0,1,,,,
2023-09-28 17:05:05,2023-09-28 12:05:05,19.9,5.34,0,1,,,,
2023-09-28 17:10:05,2023-09-28 12:10:05,19.9,5.34,0,1,,,,
2023-09-28 17:15:05,2023-09-28 12:15:05,20.6,5.34,0,1,,,,
2023-09-28 17:20:05,2023-09-28 12:20:05,20.6,5.34,0,1,,,,
2023-09-28 17:25:05,2023-09-28 12:25:05,20.9,5.34,0,1,,,,
2023-09-28 17:30:05,2023-09-28 12:30:05,21.5,5.34,0,1,,,,
2023-09-28 17:35:05,2023-09-28 12:35:05,22.2,5.34,0,1,,,,
2023-09-28 17:40:05,2023-09-28 12:40:05,22.8,5.34,0,1,,,,
2023-09-28 17:45:05,2023-09-28 12:45:05,23.5,5.34,0,1,,,,
2023-09-28 17:50:05,2023-09-28 12:50:05,23.8,5.34,0,1,,,,
2023-09-28 17:55:05,2023-09-28 12:55:05,23.5,5.34,0,1,,,,
2023-09-28 18:00:05,2023-09-28 13:00:05,23.5,5.34,0,1,,,,
2023-09-28 18:05:05,2023-09-28 13:05:05,23.8,5.34,0,1,,,,
2023-09-28 18:10:05,2023-09-28 13:10:05,23.2,5.34,0,1,,,,
2023-09-28 18:15:05,2023-09-28 13:15:05,22.5,5.34,0,1,,,,
2023-09-28 18:20:05,2023-09-28 13:20:05,22.2,5.34,0,1,,,,
2023-09-28 18:25:05,2023-09-28 13:25:05,21.2,5.34,0,1,,,,
2023-09-28 18:30:05,2023-09-28 13:30:05,20.6,5.34,0,1,,,,
2023-09-28 18:35:05,2023-09-28 13:35:05,19.9,5.34,0,1,,,,
2023-09-28 18:40:05,2023-09-28 13:40:05,19.9,5.34,0,1,,,,
2023-09-28 18:45:05,2023-09-28 13:45:05,19.6,5.34,0,1,,,,
2023-09-28 18:50:05,2023-09-28 13:50:05,19.3,5.34,0,1,,,,
2023-09-28 18:55:05,2023-09-28 13:55:05,19.9,5.34,0,1,,,,
2023-09-28 19:00:05,2023-09-28 14:00:05,19.9,5.34,0,1,,,,
2023-09-28 19:05:05,2023-09-28 14:05:05,19.9,5.34,0,1,,,,
2023-09-28 19:10:05,2023-09-28 14:10:05,20.3,5.34,0,1,,,,
2023-09-28 19:15:05,2023-09-28 14:15:05,20.6,5.34,0,1,,,,
2023-09-28 19:20:05,2023-09-28 14:20:05,20.9,5.34,0,1,,,,
2023-09-28 19:25:05,2023-09-28 14:25:05,21.5,5.34,0,1,,,,
2023-09-28 19:30:05,2023-09-28 14:30:05,21.9,5.34,0,1,,,,
2023-09-28 19:35:05,2023-09-28 14:35:05,22.2,5.34,0,1,,,,
2023-09-28 19:40:05,2023-09-28 14:40:05,22.2,5.34,0,1,,,,
2023-09-28 19:45:05,2023-09-28 14:45:05,22.8,5.34,0,1,,,,
2023-09-28 19:50:05,2023-09-28 14:50:05,22.5,5.34,0,1,,,,
2023-09-28 19:55:05,2023-09-28 14:55:05,22.5,5.34,0,1,,,,
2023-09-28 20:00:05,2023-09-28 15:00:05,22.5,5.34,0,1,,,,
2023-09-28 20:05:05,2023-09-28 15:05:05,21.9,5.34,0,1,,,,
2023-09-28 20:10:05,2023-09-28 15:10:05,22.2,5.34,0,1,,,,
2023-09-28 20:15:05,2023-09-28 15:15:05,22.2,5.34,0,1,,,,
2023-09-28 20:20:05,2023-09-28 15:20:05,21.9,5.34,0,1,,,,
2023-09-28 20:25:05,2023-09-28 15:25:05,21.9,5.34,0,1,,,,
2023-09-28 20:30:05,2023-09-28 15:30:05,21.9,5.34,0,1,,,,
2023-09-28 20:35:05,2023-09-28 15:35:05,21.9,5.34,0,1,,,,
2023-09-28 20:40:05,2023-09-28 15:40:05,21.2,5.34,0,1,,,,
2023-09-28 20:45:05,2023-09-28 15:45:05,21.2,5.34,0,1,,,,
2023-09-28 20:50:05,2023-09-28 15:50:05,21.2,5.34,0,1,,,,
2023-09-28 20:55:05,2023-09-28 15:55:05,20.3,5.34,0,1,,,,
2023-09-28 21:00:05,2023-09-28 16:00:05,20.3,5.34,0,1,,,,
2023-09-28 21:05:05,2023-09-28 16:05:05,20.3,5.34,0,1,,,,
2023-09-28 21:10:05,2023-09-28 16:10:05,20.3,5.34,0,1,,,,
2023-09-28 21:15:05,2023-09-28 16:15:05,19.9,5.34,0,1,,,,
2023-09-28 21:20:05,2023-09-28 16:20:05,19.9,5.34,0,1,,,,
